relation,postag1,postag2,entity1,entity2,reverse,prediction
RESULT,NN,NN,accuracy,language identification,TRUE,RESULT
RESULT,NN,NN,model,macro-average F1 performance,FALSE,RESULT
MODEL-FEATURE,NN,NN,feedback,discourse,FALSE,PART_WHOLE
COMPARE,NNP,NNP,LEXSYS,XTAG,FALSE,COMPARE
USAGE,NN,NN,training method,translation accuracy,TRUE,USAGE
PART_WHOLE,JJ,NN,hubs,automaton,FALSE,MODEL-FEATURE
COMPARE,NNS,NNS,log-linear models,IBM translation models,FALSE,MODEL-FEATURE
USAGE,NN,NNS,grammar,crossed serial dependencies,FALSE,USAGE
USAGE,NNS,NNS,rules,mathematical expressions,FALSE,PART_WHOLE
PART_WHOLE,NNP,NN,HPSG,principle-based theory,TRUE,USAGE
MODEL-FEATURE,NNS,NNS,analogies,sentences,FALSE,MODEL-FEATURE
USAGE,NN,NNS,linear logic,computational linguistics,FALSE,USAGE
PART_WHOLE,NNS,NNS,operational semantics,natural language applications,FALSE,MODEL-FEATURE
USAGE,NN,NN,speech and text-image recognition,documents with signal content,FALSE,USAGE
PART_WHOLE,NN,NNS,root word lexicon,roots words,TRUE,USAGE
RESULT,VBG,NN,paraphrasing,parser,TRUE,USAGE
USAGE,NNS,NN,multiple parsing strategies,recognition of extra-grammatical input,FALSE,PART_WHOLE
USAGE,NNP,NN,Augmented Transition Network,dialog model,FALSE,COMPARE
PART_WHOLE,NNS,NNS,parallel structures,human data,FALSE,MODEL-FEATURE
MODEL-FEATURE,NN,NN,Verbmobil task,limited-domain spoken-language task,TRUE,USAGE
MODEL-FEATURE,NN,NN,sentence analysis,defeasible reasoning,FALSE,USAGE
PART_WHOLE,NNS,NNS,features,discriminative log-linear models,FALSE,MODEL-FEATURE
PART_WHOLE,NNS,NNS,coordinate phrases,conjuncts,TRUE,PART_WHOLE
MODEL-FEATURE,NNP,NN,Bulgarian,free word order,FALSE,COMPARE
PART_WHOLE,NNS,NN,subcategorization cues,spoken language,FALSE,PART_WHOLE
USAGE,NNS,NN,pruning criteria,Chinese text input,FALSE,PART_WHOLE
USAGE,NN,NN,decoding,non-literal aspects of communication,TRUE,USAGE
USAGE,NN,NNS,token classification task,tagging strategies,TRUE,USAGE
USAGE,NNS,NNS,information retrieval techniques,keywords,TRUE,PART_WHOLE
MODEL-FEATURE,NN,NNS,syntax,answer expressions,FALSE,MODEL-FEATURE
USAGE,NN,NN,algorithms,intractability,FALSE,USAGE
USAGE,NNP,NN,large-vocabulary CSR,ARPA large-vocabulary CSR corpora,FALSE,COMPARE
USAGE,NNS,NN,training and test data,subcategorization acquisition,FALSE,PART_WHOLE
MODEL-FEATURE,NN,NN,evidence,unknown word,FALSE,USAGE
MODEL-FEATURE,NN,NNS,meaning,tenses,FALSE,MODEL-FEATURE
MODEL-FEATURE,NN,NN,syntactic information,source language,FALSE,USAGE
PART_WHOLE,NN,NNS,CCLINC Korean-to-English translation system,core modules,TRUE,USAGE
USAGE,NN,NN,discourse segmentation,abduction,TRUE,USAGE
MODEL-FEATURE,NN,NNS,verbs,subpredicates,TRUE,MODEL-FEATURE
USAGE,NNS,NN,grammars,natural language processing,FALSE,PART_WHOLE
USAGE,NN,NNS,user modeling,cooperative responses,FALSE,USAGE
MODEL-FEATURE,NN,NNS,coherence,essays,FALSE,USAGE
MODEL-FEATURE,NNS,NNS,ranks,referents,FALSE,MODEL-FEATURE
PART_WHOLE,NN,NNS,aligned bilingual corpus,word examples,TRUE,USAGE
USAGE,NNS,NN,dictionary-based word vectors,taxonomic similarity,FALSE,PART_WHOLE
USAGE,NNP,NNP,GUIs,CRL's TIPSTER User Interface Toolkit,TRUE,USAGE
MODEL-FEATURE,NN,NNP,inflection,English,FALSE,MODEL-FEATURE
USAGE,NN,NNP,feature-based relation extraction,SVM,TRUE,USAGE
USAGE,NNS,NN,features,lexical similarity,FALSE,MODEL-FEATURE
RESULT,NN,NN,dynamic language model combination,performance,FALSE,RESULT
USAGE,NN,NNS,algorithm for translation lexicon acquisition,translation lexicons,FALSE,USAGE
RESULT,NN,NN,retrieval performance,translation memory system,TRUE,USAGE
USAGE,NNS,NN,error-correction rules,Thai key prediction,FALSE,PART_WHOLE
PART_WHOLE,NNP,NN,MORphological PArser MORPA,probabilistic context-free grammar,TRUE,USAGE
USAGE,NNS,NNS,Japanese parsers,decision trees,TRUE,PART_WHOLE
PART_WHOLE,NN,NN,connectionist component,parsing process,FALSE,USAGE
USAGE,NN,NN,machine learning approach,bare slice disambiguation,FALSE,USAGE
PART_WHOLE,NN,NNS,texts,demonstrative forms and functions,TRUE,USAGE
USAGE,NNP,VBG,Q/A,predictive questioning,TRUE,USAGE
MODEL-FEATURE,NN,NNS,conditional log-linear model,hidden variables,TRUE,USAGE
USAGE,NN,NNS,discourse understanding process,spoken dialogue systems,FALSE,USAGE
PART_WHOLE,NNS,NNP,relations,MeSH,FALSE,PART_WHOLE
RESULT,NNS,NN,interpolation methods,performance,FALSE,RESULT
MODEL-FEATURE,NN,NN,statistical profile,Named Entity task,FALSE,USAGE
USAGE,NN,NN,transfer component,parse reduction,FALSE,USAGE
PART_WHOLE,NNS,NN,coarse-grained concepts,concept-concept matrix,FALSE,PART_WHOLE
MODEL-FEATURE,NNS,NNS,languages,alphabets,FALSE,MODEL-FEATURE
USAGE,NNS,NNS,grammars,parser for non-configurational languages,FALSE,PART_WHOLE
USAGE,NNP,NNS,Chat-80,English questions,FALSE,COMPARE
PART_WHOLE,NNP,NN,STRAND,automatic language identification,TRUE,USAGE
USAGE,NN,NN,constraint,word-sense disambiguation algorithm,FALSE,USAGE
PART_WHOLE,NNS,NN,modules,architecture,FALSE,PART_WHOLE
PART_WHOLE,NNS,NN,words,text,FALSE,MODEL-FEATURE
COMPARE,VBZ,NN,answer resolution algorithm,baseline system,FALSE,COMPARE
PART_WHOLE,NNS,NN,answers,corpora,FALSE,PART_WHOLE
RESULT,NN,NNP,translation quality,EBMT,TRUE,USAGE
PART_WHOLE,NNS,NNP,gold-standard parse trees,PropBank,FALSE,PART_WHOLE
COMPARE,NN,NN,induced model,state-of-the-art coherence model,FALSE,USAGE
MODEL-FEATURE,NNS,NNS,Term similarities,query terms,FALSE,MODEL-FEATURE
RESULT,NNS,NNS,Information extraction techniques,structured databases,FALSE,MODEL-FEATURE
PART_WHOLE,NNS,NN,segments,dialogue,FALSE,PART_WHOLE
COMPARE,NNS,NN,classifiers,lemma-based approach,FALSE,PART_WHOLE
USAGE,NN,NN,grammar,generator,FALSE,USAGE
MODEL-FEATURE,NN,NN,user model,user,FALSE,PART_WHOLE
PART_WHOLE,NN,NNS,interface,IE-enhanced text browsers,FALSE,USAGE
PART_WHOLE,NNS,NN,words,restricted vocabulary,FALSE,MODEL-FEATURE
MODEL-FEATURE,NN,NNS,strength of potential antecedence,substitutions,FALSE,USAGE
USAGE,NN,NNP,classification method,PER,TRUE,USAGE
PART_WHOLE,NN,NN,ambiguity resolution,dependency parsing,FALSE,USAGE
PART_WHOLE,NNS,NN,syntactic structure features,parse tree,FALSE,PART_WHOLE
PART_WHOLE,NNS,NNS,feature selection methods,log-linear (maximum-entropy) models,FALSE,MODEL-FEATURE
MODEL-FEATURE,NN,NN,sentiment vector space model,song lyric document,FALSE,USAGE
MODEL-FEATURE,NN,NNP,semantic expressibility,CTL,FALSE,MODEL-FEATURE
USAGE,NNS,NNP,spelling-checkers,English,FALSE,PART_WHOLE
PART_WHOLE,NNS,NN,terms,corpus,FALSE,PART_WHOLE
USAGE,NN,NNS,semantic role labeling,independent classifiers,TRUE,MODEL-FEATURE
MODEL-FEATURE,NNP,NNS,CAS,domains,TRUE,USAGE
MODEL-FEATURE,NN,NNS,model,class of languages,FALSE,USAGE
USAGE,NNS,NN,word-based collocational properties,automatic segmentation,TRUE,PART_WHOLE
USAGE,NNS,NN,hardware designs,model checking,TRUE,PART_WHOLE
PART_WHOLE,NN,NNP,grammatical number,English,FALSE,MODEL-FEATURE
MODEL-FEATURE,NNS,NN,range concatenation languages,polynomial time,TRUE,PART_WHOLE
MODEL-FEATURE,NN,NN,language model,manually segmented corpus,FALSE,MODEL-FEATURE
MODEL-FEATURE,NNS,NN,training and test data,topic,TRUE,PART_WHOLE
USAGE,NNP,NNS,SVMs,language processing tasks,FALSE,COMPARE
USAGE,NN,NN,speaker adaptation,SI corpus,TRUE,USAGE
MODEL-FEATURE,NN,NNS,full scale two-level morphological description,Turkish word structures,FALSE,USAGE
USAGE,NN,NN,editor,dictionary,FALSE,PART_WHOLE
MODEL-FEATURE,NNS,NNS,models,probabilistic context-free grammars,TRUE,PART_WHOLE
USAGE,NN,NN,statistical parser,written and spoken language,FALSE,USAGE
COMPARE,JJ,NNS,semantic,syntactic categories,FALSE,MODEL-FEATURE
MODEL-FEATURE,NN,NN,tree adjoining grammar,O(n6) time,TRUE,USAGE
MODEL-FEATURE,NNS,NN,seeds,concept,FALSE,PART_WHOLE
PART_WHOLE,NN,NN,modular architecture,understanding,TRUE,USAGE
COMPARE,NNP,NNP,Tree Adjoining Grammars,Head Grammars,FALSE,COMPARE
MODEL-FEATURE,NN,NNS,directionality,dictionaries,FALSE,USAGE
MODEL-FEATURE,NN,NNS,interpretation,compounds,FALSE,MODEL-FEATURE
PART_WHOLE,NNS,NN,sentences,subset,FALSE,PART_WHOLE
PART_WHOLE,NN,NNP,model,APT,FALSE,RESULT
USAGE,NN,NNS,statistical translation model,phrases,FALSE,MODEL-FEATURE
USAGE,JJ,NN,French,test language,FALSE,MODEL-FEATURE
MODEL-FEATURE,NNS,NN,sense-tagged training data,English-Chinese parallel corpora,FALSE,PART_WHOLE
USAGE,NN,NN,conventional context-free morphological grammar,probability-based scoring function,TRUE,USAGE
MODEL-FEATURE,NN,NN,formalization,defeasible reasoning,FALSE,MODEL-FEATURE
PART_WHOLE,NN,NNS,recognition technology,document-oriented applications,FALSE,USAGE
PART_WHOLE,NNS,NN,terms,hierarchically-structured terminology,FALSE,PART_WHOLE
MODEL-FEATURE,NN,NN,generalized translation knowledge,Korean-English translation,FALSE,USAGE
MODEL-FEATURE,NN,NN,computational model,word segmentation,FALSE,USAGE
COMPARE,NNS,VBZ,syntactic cues,word senses,FALSE,COMPARE
COMPARE,NN,NN,method,baseline,FALSE,RESULT
MODEL-FEATURE,NN,NN,sense,phrase,FALSE,PART_WHOLE
USAGE,NNS,NNS,bilingual dependency relations,statistical alignment techniques,TRUE,PART_WHOLE
USAGE,NN,NNP,language tutoring application,written English,FALSE,MODEL-FEATURE
USAGE,NN,NNP,interactive question-answering (Q/A) system,automatic Q/A,FALSE,MODEL-FEATURE
USAGE,NNS,NN,dependency relation paths,answer extraction,FALSE,PART_WHOLE
PART_WHOLE,NN,NN,language learning model,lexical hierarchy,TRUE,USAGE
PART_WHOLE,NNS,NN,fragments,sentence,FALSE,PART_WHOLE
USAGE,NNS,NNS,well calibrated probabilities,estimations,FALSE,MODEL-FEATURE
MODEL-FEATURE,NN,NN,convolution kernel,syntactic structure information,FALSE,USAGE
COMPARE,NNS,NNS,bag-of-words methods,segment order-sensitive methods,FALSE,MODEL-FEATURE
USAGE,NN,NN,automatic estimation method,word significance,FALSE,USAGE
USAGE,NNS,NN,Recognition of proper nouns,Japanese text,FALSE,PART_WHOLE
PART_WHOLE,NN,NN,interlingua,multi-pathway MT architecture design,FALSE,USAGE
USAGE,NNS,NN,evaluation measures,machine translation,FALSE,USAGE
MODEL-FEATURE,NNS,NNS,sense priors,words,FALSE,PART_WHOLE
MODEL-FEATURE,NNS,NN,transcription errors,ASR output,FALSE,PART_WHOLE
MODEL-FEATURE,NN,NN,confidence,extracted field,FALSE,MODEL-FEATURE
PART_WHOLE,NNS,NN,categories,thesaurus,FALSE,PART_WHOLE
PART_WHOLE,NN,NN,parser,control structure,TRUE,USAGE
MODEL-FEATURE,NNS,NNP,French tenses,Discourse Representation Theory,TRUE,PART_WHOLE
PART_WHOLE,NN,NN,morphological analysis,Japanese text processing,FALSE,USAGE
PART_WHOLE,NN,NNS,grammar,parallel corpora,FALSE,USAGE
USAGE,NN,NNS,system,acquiring adjectival subcategorization frames,FALSE,USAGE
PART_WHOLE,NNS,NNP,Wall Street Journal articles,Penn Treebank Corpus,FALSE,PART_WHOLE
USAGE,NN,NN,syntax-based statistical machine translation system,probabilistic synchronous dependency insertion grammar,TRUE,USAGE
USAGE,NN,NNP,transfer approach,MT,FALSE,USAGE
USAGE,NN,NN,entirely data-driven model selection procedure,genetic search,TRUE,USAGE
USAGE,NN,NN,task,data retrieval,TRUE,USAGE
USAGE,NN,NN,utterance classification,manual transcription,TRUE,USAGE
USAGE,NN,NNP,dialog management system,Construct Algebra,TRUE,USAGE
USAGE,NN,NN,algorithm,language pairs,FALSE,USAGE
USAGE,NN,NN,distributional approximation,probabilistic finite automata,TRUE,USAGE
USAGE,NNS,NN,different-quality references,evaluation,FALSE,PART_WHOLE
USAGE,NN,JJ,morphological analysis problem,Japanese,FALSE,COMPARE
USAGE,NNS,NNS,method of analyzing metaphors,generalized metaphor mappings,TRUE,PART_WHOLE
PART_WHOLE,NNS,NN,question-answer pairs,email conversation,TRUE,PART_WHOLE
USAGE,NN,NN,voice input,interactive problem solving,FALSE,USAGE
USAGE,NNS,NN,utterances,adaptation,FALSE,PART_WHOLE
USAGE,NNS,NN,LSA-based and the cooccurrence-based word vectors,associative similarity,FALSE,PART_WHOLE
USAGE,NN,NN,semantic representation,virtual reality 3D scene modeling software,FALSE,USAGE
USAGE,NN,NNS,term extraction,delimiters,TRUE,USAGE
MODEL-FEATURE,VB,NN,n-gram transliteration model,transliteration process,FALSE,MODEL-FEATURE
USAGE,NN,NNS,connectionist (neural) network,expected (grammatical) sentences,FALSE,USAGE
USAGE,NNP,NNP,Similarity-driven Transfer System,case-based MT,FALSE,COMPARE
MODEL-FEATURE,NNS,NNS,events,event terms,TRUE,PART_WHOLE
USAGE,NN,NN,component,decision tree architecture,TRUE,USAGE
USAGE,NNS,NNP,automatic metrics,MT,FALSE,USAGE
COMPARE,NNS,NN,human transcriptions,speech recognition,FALSE,USAGE
MODEL-FEATURE,NNS,NNS,spatial attributes,entities,FALSE,MODEL-FEATURE
USAGE,NN,NN,sentence extraction,summarization,FALSE,USAGE
MODEL-FEATURE,NNS,NNS,word-senses,words with multiple meanings,FALSE,MODEL-FEATURE
USAGE,NN,NN,parser,text-to-speech conversion system,FALSE,USAGE
PART_WHOLE,NN,JJ,grammatical gender,French,FALSE,USAGE
MODEL-FEATURE,NN,NNS,sparsity of the feature space,parsing data,FALSE,USAGE
